date,delhi,mumbai,chennai,kolkata,year,month,week_number
2025-12-08,87.67,90.03,92.39,92.02,2025,12,50
2025-12-07,87.67,90.03,92.39,92.02,2025,12,49
2025-12-06,87.67,90.03,92.39,92.02,2025,12,49
2025-12-05,87.67,90.03,92.39,92.02,2025,12,49
2025-12-04,87.67,90.03,92.39,92.02,2025,12,49
2025-12-03,87.67,90.03,92.39,92.02,2025,12,49
2025-12-02,87.67,90.03,92.39,92.02,2025,12,49
2025-12-01,87.67,90.03,92.39,92.02,2025,12,49
2025-11-30,87.67,90.03,92.39,92.02,2025,11,48
2025-11-29,87.67,90.03,92.39,92.02,2025,11,48
2025-11-28,87.67,90.03,92.39,92.02,2025,11,48
2025-11-27,87.67,90.03,92.39,92.02,2025,11,48
2025-11-26,87.67,90.03,92.39,92.02,2025,11,48
2025-11-25,87.67,90.03,92.39,92.02,2025,11,48
2025-11-24,87.67,90.03,92.39,92.02,2025,11,48
2025-11-23,87.67,90.03,92.39,92.02,2025,11,47
2025-11-22,87.67,90.03,92.39,92.02,2025,11,47
2025-11-21,87.67,90.03,92.39,92.02,2025,11,47
2025-11-20,87.67,90.03,92.39,92.02,2025,11,47
2025-11-19,87.67,90.03,92.39,92.02,2025,11,47
2025-11-18,87.67,90.03,92.39,92.02,2025,11,47
2025-11-17,87.67,90.03,92.39,92.02,2025,11,47
2025-11-16,87.67,90.03,92.39,92.02,2025,11,46
2025-11-15,87.67,90.03,92.39,92.02,2025,11,46
2025-11-14,87.67,90.03,92.39,92.02,2025,11,46
2025-11-13,87.67,90.03,92.39,92.02,2025,11,46
2025-11-12,87.67,90.03,92.39,92.02,2025,11,46
2025-11-11,87.67,90.03,92.39,92.02,2025,11,46
2025-11-10,87.67,90.03,92.39,92.02,2025,11,46
2025-11-09,87.67,90.03,92.39,92.02,2025,11,45
2025-11-08,87.67,90.03,92.39,92.02,2025,11,45
2025-11-07,87.67,90.03,92.39,92.02,2025,11,45
2025-11-06,87.67,90.03,92.39,92.02,2025,11,45
2025-11-05,87.67,90.03,92.39,92.02,2025,11,45
2025-11-04,87.67,90.03,92.39,92.02,2025,11,45
2025-11-03,87.67,90.03,92.39,92.02,2025,11,45
2025-11-02,87.67,90.03,92.39,92.02,2025,11,44
2025-11-01,87.67,90.03,92.39,92.02,2025,11,44
2025-10-31,87.67,90.03,92.39,92.02,2025,10,44
2025-10-30,87.67,90.03,92.39,92.02,2025,10,44
2025-10-29,87.67,90.03,92.39,92.02,2025,10,44
2025-10-28,87.67,90.03,92.39,92.02,2025,10,44
2025-10-27,87.67,90.03,92.39,92.02,2025,10,44
2025-10-26,87.67,90.03,92.39,92.02,2025,10,43
2025-10-25,87.67,90.03,92.39,92.02,2025,10,43
2025-10-24,87.67,90.03,92.39,92.02,2025,10,43
2025-10-23,87.67,90.03,92.39,92.02,2025,10,43
2025-10-22,87.67,90.03,92.39,92.02,2025,10,43
2025-10-21,87.67,90.03,92.39,92.02,2025,10,43
2025-10-20,87.67,90.03,92.39,92.02,2025,10,43
2025-10-19,87.67,90.03,92.39,92.02,2025,10,42
2025-10-18,87.67,90.03,92.39,92.02,2025,10,42
2025-10-17,87.67,90.03,92.39,92.02,2025,10,42
2025-10-16,87.67,90.03,92.39,92.02,2025,10,42
2025-10-15,87.67,90.03,92.39,92.02,2025,10,42
2025-10-14,87.67,90.03,92.39,92.02,2025,10,42
2025-10-13,87.67,90.03,92.39,92.02,2025,10,42
2025-10-12,87.67,90.03,92.39,92.02,2025,10,41
2025-10-11,87.67,90.03,92.39,92.02,2025,10,41
2025-10-10,87.67,90.03,92.39,92.02,2025,10,41
2025-10-09,87.67,90.03,92.39,92.02,2025,10,41
2025-10-08,87.67,90.03,92.39,92.02,2025,10,41
2025-10-07,87.67,90.03,92.39,92.02,2025,10,41
2025-10-06,87.67,90.03,92.39,92.02,2025,10,41
2025-10-05,87.67,90.03,92.39,92.02,2025,10,40
2025-10-04,87.67,90.03,92.39,92.02,2025,10,40
2025-10-03,87.67,90.03,92.39,92.02,2025,10,40
2025-10-02,87.67,90.03,92.39,92.02,2025,10,40
2025-10-01,87.67,90.03,92.39,92.02,2025,10,40
2025-09-30,87.67,90.03,92.39,92.02,2025,9,40
2025-09-29,87.67,90.03,92.39,92.02,2025,9,40
2025-09-28,87.67,90.03,92.39,92.02,2025,9,39
2025-09-27,87.67,90.03,92.39,92.02,2025,9,39
2025-09-26,87.67,90.03,92.39,92.02,2025,9,39
2025-09-25,87.67,90.03,92.39,92.02,2025,9,39
2025-09-24,87.67,90.03,92.39,92.02,2025,9,39
2025-09-23,87.67,90.03,92.39,92.02,2025,9,39
2025-09-22,87.67,90.03,92.39,92.02,2025,9,39
2025-09-21,87.67,90.03,92.39,92.02,2025,9,38
2025-09-20,87.67,90.03,92.39,92.02,2025,9,38
2025-09-19,87.67,90.03,92.39,92.02,2025,9,38
2025-09-18,87.67,90.03,92.39,92.02,2025,9,38
2025-09-17,87.67,90.03,92.39,92.02,2025,9,38
2025-09-16,87.67,90.03,92.39,92.02,2025,9,38
2025-09-15,87.67,90.03,92.39,92.02,2025,9,38
2025-09-14,87.67,90.03,92.39,92.02,2025,9,37
2025-09-13,87.67,90.03,92.39,92.02,2025,9,37
2025-09-12,87.67,90.03,92.39,92.02,2025,9,37
2025-09-11,87.67,90.03,92.39,92.02,2025,9,37
2025-09-10,87.67,90.03,92.39,92.02,2025,9,37
2025-09-09,87.67,90.03,92.39,92.02,2025,9,37
2025-09-08,87.67,90.03,92.39,92.02,2025,9,37
2025-09-07,87.67,90.03,92.39,92.02,2025,9,36
2025-09-06,87.67,90.03,92.39,92.02,2025,9,36
2025-09-05,87.67,90.03,92.39,92.02,2025,9,36
2025-09-04,87.67,90.03,92.39,92.02,2025,9,36
2025-09-03,87.67,90.03,92.39,92.02,2025,9,36
2025-09-02,87.67,90.03,92.39,92.02,2025,9,36
2025-09-01,87.67,90.03,92.39,92.02,2025,9,36
2025-08-31,87.67,90.03,92.39,92.02,2025,8,35
2025-08-30,87.67,90.03,92.39,92.02,2025,8,35
2025-08-29,87.67,90.03,92.39,92.02,2025,8,35
2025-08-28,87.67,90.03,92.39,92.02,2025,8,35
2025-08-27,87.67,90.03,92.39,92.02,2025,8,35
2025-08-26,87.67,90.03,92.39,92.02,2025,8,35
2025-08-25,87.67,90.03,92.39,92.02,2025,8,35
2025-08-24,87.67,90.03,92.39,92.02,2025,8,34
2025-08-23,87.67,90.03,92.39,92.02,2025,8,34
2025-08-22,87.67,90.03,92.39,92.02,2025,8,34
2025-08-21,87.67,90.03,92.39,92.02,2025,8,34
2025-08-20,87.67,90.03,92.39,92.02,2025,8,34
2025-08-19,87.67,90.03,92.39,92.02,2025,8,34
2025-08-18,87.67,90.03,92.39,92.02,2025,8,34
2025-08-17,87.67,90.03,92.39,92.02,2025,8,33
2025-08-16,87.67,90.03,92.39,92.02,2025,8,33
2025-08-15,87.67,90.03,92.39,92.02,2025,8,33
2025-08-14,87.67,90.03,92.39,92.02,2025,8,33
2025-08-13,87.67,90.03,92.39,92.02,2025,8,33
2025-08-12,87.67,90.03,92.39,92.02,2025,8,33
2025-08-11,87.67,90.03,92.39,92.02,2025,8,33
2025-08-10,87.67,90.03,92.39,92.02,2025,8,32
2025-08-09,87.67,90.03,92.39,92.02,2025,8,32
2025-08-08,87.67,90.03,92.39,92.02,2025,8,32
2025-08-07,87.67,90.03,92.39,92.02,2025,8,32
2025-08-06,87.67,90.03,92.39,92.02,2025,8,32
2025-08-05,87.67,90.03,92.39,92.02,2025,8,32
2025-08-04,87.67,90.03,92.39,92.02,2025,8,32
2025-08-03,87.67,90.03,92.39,92.02,2025,8,31
2025-08-02,87.67,90.03,92.39,92.02,2025,8,31
2025-08-01,87.67,90.03,92.39,92.02,2025,8,31
2025-07-31,87.67,90.03,92.39,92.02,2025,7,31
2025-07-30,87.67,90.03,92.39,92.02,2025,7,31
2025-07-29,87.67,90.03,92.39,92.02,2025,7,31
2025-07-28,87.67,90.03,92.39,92.02,2025,7,31
2025-07-27,87.67,90.03,92.39,92.02,2025,7,30
2025-07-26,87.67,90.03,92.39,92.02,2025,7,30
2025-07-25,87.67,90.03,92.39,92.02,2025,7,30
2025-07-24,87.67,90.03,92.39,92.02,2025,7,30
2025-07-23,87.67,90.03,92.39,92.02,2025,7,30
2025-07-22,87.67,90.03,92.39,92.02,2025,7,30
2025-07-21,87.67,90.03,92.39,92.02,2025,7,30
2025-07-20,87.67,90.03,92.39,92.02,2025,7,29
2025-07-19,87.67,90.03,92.39,92.02,2025,7,29
2025-07-18,87.67,90.03,92.39,92.02,2025,7,29
2025-07-17,87.67,90.03,92.39,92.02,2025,7,29
2025-07-16,87.67,90.03,92.39,92.02,2025,7,29
2025-07-15,87.67,90.03,92.39,92.02,2025,7,29
2025-07-14,87.67,90.03,92.39,92.02,2025,7,29
2025-07-13,87.67,90.03,92.39,92.02,2025,7,28
2025-07-12,87.67,90.03,92.39,92.02,2025,7,28
2025-07-11,87.67,90.03,92.39,92.02,2025,7,28
2025-07-10,87.67,90.03,92.39,92.02,2025,7,28
2025-07-09,87.67,90.03,92.39,92.02,2025,7,28
2025-07-08,87.67,90.03,92.39,92.02,2025,7,28
2025-07-07,87.67,90.03,92.39,92.02,2025,7,28
2025-07-06,87.67,90.03,92.39,92.02,2025,7,27
2025-07-05,87.67,90.03,92.39,92.02,2025,7,27
2025-07-04,87.67,90.03,92.39,92.02,2025,7,27
2025-07-03,87.67,90.03,92.39,92.02,2025,7,27
2025-07-02,87.67,90.03,92.39,92.02,2025,7,27
2025-07-01,87.67,90.03,92.39,92.02,2025,7,27
2025-06-30,87.67,90.03,92.39,92.02,2025,6,27
2025-06-29,87.67,90.03,92.39,92.02,2025,6,26
2025-06-28,87.67,90.03,92.39,92.02,2025,6,26
2025-06-27,87.67,90.03,92.39,92.02,2025,6,26
2025-06-26,87.67,90.03,92.39,92.02,2025,6,26
2025-06-25,87.67,90.03,92.39,92.02,2025,6,26
2025-06-24,87.67,90.03,92.39,92.02,2025,6,26
2025-06-23,87.67,90.03,92.39,92.02,2025,6,26
2025-06-22,87.67,90.03,92.39,92.02,2025,6,25
2025-06-21,87.67,90.03,92.39,92.02,2025,6,25
2025-06-20,87.67,90.03,92.39,92.02,2025,6,25
2025-06-19,87.67,90.03,92.39,92.02,2025,6,25
2025-06-18,87.67,90.03,92.39,92.02,2025,6,25
2025-06-17,87.67,90.03,92.39,92.02,2025,6,25
2025-06-16,87.67,90.03,92.39,92.02,2025,6,25
2025-06-15,87.67,90.03,92.39,92.02,2025,6,24
2025-06-14,87.67,90.03,92.39,92.02,2025,6,24
2025-06-13,87.67,90.03,92.39,92.02,2025,6,24
2025-06-12,87.67,90.03,92.39,92.02,2025,6,24
2025-06-11,87.67,90.03,92.39,92.02,2025,6,24
2025-06-10,87.67,90.03,92.39,92.02,2025,6,24
2025-06-09,87.67,90.03,92.39,92.02,2025,6,24
2025-06-08,87.67,90.03,92.39,92.02,2025,6,23
2025-06-07,87.67,90.03,92.39,92.02,2025,6,23
2025-06-06,87.67,90.03,92.39,92.02,2025,6,23
2025-06-05,87.67,90.03,92.39,92.02,2025,6,23
2025-06-04,87.67,90.03,92.39,92.02,2025,6,23
2025-06-03,87.67,90.03,92.39,92.02,2025,6,23
2025-06-02,87.67,90.03,92.39,92.02,2025,6,23
2025-06-01,87.67,90.03,92.39,92.02,2025,6,22
2025-05-31,87.67,90.03,92.39,92.02,2025,5,22
2025-05-30,87.67,90.03,92.39,92.02,2025,5,22
2025-05-29,87.67,90.03,92.39,92.02,2025,5,22
2025-05-28,87.67,90.03,92.39,92.02,2025,5,22
2025-05-27,87.67,90.03,92.39,92.02,2025,5,22
2025-05-26,87.67,90.03,92.39,92.02,2025,5,22
2025-05-25,87.67,90.03,92.39,92.02,2025,5,21
2025-05-24,87.67,90.03,92.39,92.02,2025,5,21
2025-05-23,87.67,90.03,92.39,92.02,2025,5,21
2025-05-22,87.67,90.03,92.39,92.02,2025,5,21
2025-05-21,87.67,90.03,92.39,92.02,2025,5,21
2025-05-20,87.67,90.03,92.39,92.02,2025,5,21
2025-05-19,87.67,90.03,92.39,92.02,2025,5,21
2025-05-18,87.67,90.03,92.39,92.02,2025,5,20
2025-05-17,87.67,90.03,92.39,92.02,2025,5,20
2025-05-16,87.67,90.03,92.39,92.02,2025,5,20
2025-05-15,87.67,90.03,92.39,92.02,2025,5,20
2025-05-14,87.67,90.03,92.39,92.02,2025,5,20
2025-05-13,87.67,90.03,92.39,92.02,2025,5,20
2025-05-12,87.67,90.03,92.39,92.02,2025,5,20
2025-05-11,87.67,90.03,92.39,91.82,2025,5,19
2025-05-10,87.67,90.03,92.39,91.82,2025,5,19
2025-05-09,87.67,90.03,92.39,91.82,2025,5,19
2025-05-08,87.67,90.03,92.39,91.82,2025,5,19
2025-05-07,87.67,90.03,92.39,91.82,2025,5,19
2025-05-06,87.67,90.03,92.39,91.82,2025,5,19
2025-05-05,87.67,90.03,92.39,91.82,2025,5,19
2025-05-04,87.67,90.03,92.39,91.82,2025,5,18
2025-05-03,87.67,90.03,92.39,91.82,2025,5,18
2025-05-02,87.67,90.03,92.39,91.82,2025,5,18
2025-05-01,87.67,90.03,92.39,91.82,2025,5,18
2025-04-30,87.67,90.03,92.39,91.82,2025,4,18
2025-04-29,87.67,90.03,92.39,91.82,2025,4,18
2025-04-28,87.67,90.03,92.39,91.82,2025,4,18
2025-04-27,87.67,90.03,92.39,91.82,2025,4,17
2025-04-26,87.67,90.03,92.39,91.82,2025,4,17
2025-04-25,87.67,90.03,92.39,91.82,2025,4,17
2025-04-24,87.67,90.03,92.39,91.82,2025,4,17
2025-04-23,87.67,90.03,92.39,91.82,2025,4,17
2025-04-22,87.67,90.03,92.39,91.82,2025,4,17
2025-04-21,87.67,90.03,92.39,91.82,2025,4,17
2025-04-20,87.67,90.03,92.39,91.82,2025,4,16
2025-04-19,87.67,90.03,92.39,91.82,2025,4,16
2025-04-18,87.67,90.03,92.39,91.82,2025,4,16
2025-04-17,87.67,90.03,92.39,91.82,2025,4,16
2025-04-16,87.67,90.03,92.39,91.82,2025,4,16
2025-04-15,87.67,90.03,92.39,91.82,2025,4,16
2025-04-14,87.67,90.03,92.39,91.82,2025,4,16
2025-04-13,87.67,90.03,92.39,91.82,2025,4,15
2025-04-12,87.67,90.03,92.39,91.82,2025,4,15
2025-04-11,87.67,90.03,92.39,91.82,2025,4,15
2025-04-10,87.67,90.03,92.39,91.82,2025,4,15
2025-04-09,87.67,90.03,92.39,91.82,2025,4,15
2025-04-08,87.67,90.03,92.39,91.82,2025,4,15
2025-04-07,87.67,90.03,92.39,91.82,2025,4,15
2025-04-06,87.67,90.03,92.39,91.82,2025,4,14
2025-04-05,87.67,90.03,92.39,91.82,2025,4,14
2025-04-04,87.67,90.03,92.39,91.82,2025,4,14
2025-04-03,87.67,90.03,92.39,91.82,2025,4,14
2025-04-02,87.67,90.03,92.39,91.82,2025,4,14
2025-04-01,87.67,90.03,92.39,91.82,2025,4,14
2025-03-31,87.67,90.03,92.39,91.82,2025,3,14
2025-03-30,87.67,90.03,92.39,91.82,2025,3,13
2025-03-29,87.67,90.03,92.39,91.82,2025,3,13
2025-03-28,87.67,90.03,92.39,91.82,2025,3,13
2025-03-27,87.67,90.03,92.39,91.82,2025,3,13
2025-03-26,87.67,90.03,92.39,91.82,2025,3,13
2025-03-25,87.67,90.03,92.39,91.82,2025,3,13
2025-03-24,87.67,90.03,92.39,91.82,2025,3,13
2025-03-23,87.67,90.03,92.39,91.82,2025,3,12
2025-03-22,87.67,90.03,92.39,91.82,2025,3,12
2025-03-21,87.67,90.03,92.39,91.82,2025,3,12
2025-03-20,87.67,90.03,92.39,91.82,2025,3,12
2025-03-19,87.67,90.03,92.39,91.82,2025,3,12
2025-03-18,87.67,90.03,92.39,91.82,2025,3,12
2025-03-17,87.67,90.03,92.39,91.82,2025,3,12
2025-03-16,87.67,90.03,92.39,91.82,2025,3,11
2025-03-15,87.67,90.03,92.39,91.82,2025,3,11
2025-03-14,87.67,90.03,92.39,91.82,2025,3,11
2025-03-13,87.67,90.03,92.39,91.82,2025,3,11
2025-03-12,87.67,90.03,92.39,91.82,2025,3,11
2025-03-11,87.67,90.03,92.39,91.82,2025,3,11
2025-03-10,87.67,90.03,92.39,91.82,2025,3,11
2025-03-09,87.67,90.03,92.39,91.82,2025,3,10
2025-03-08,87.67,90.03,92.39,91.82,2025,3,10
2025-03-07,87.67,90.03,92.39,91.82,2025,3,10
2025-03-06,87.67,90.03,92.39,91.82,2025,3,10
2025-03-05,87.67,90.03,92.39,91.82,2025,3,10
2025-03-04,87.67,90.03,92.39,91.82,2025,3,10
2025-03-03,87.67,90.03,92.39,91.82,2025,3,10
2025-03-02,87.67,90.03,92.39,91.82,2025,3,9
2025-03-01,87.67,90.03,92.39,91.82,2025,3,9
2025-02-28,87.67,90.03,92.39,91.82,2025,2,9
2025-02-27,87.67,90.03,92.39,91.82,2025,2,9
2025-02-26,87.67,90.03,92.39,91.82,2025,2,9
2025-02-25,87.67,90.03,92.39,91.82,2025,2,9
2025-02-24,87.67,90.03,92.39,91.82,2025,2,9
2025-02-23,87.67,90.03,92.39,91.82,2025,2,8
2025-02-22,87.67,90.03,92.39,91.82,2025,2,8
2025-02-21,87.67,90.03,92.39,91.82,2025,2,8
2025-02-20,87.67,90.03,92.39,91.82,2025,2,8
2025-02-19,87.67,90.03,92.39,91.82,2025,2,8
2025-02-18,87.67,90.03,92.39,91.82,2025,2,8
2025-02-17,87.67,90.03,92.39,91.82,2025,2,8
2025-02-16,87.67,90.03,92.39,91.82,2025,2,7
2025-02-15,87.67,90.03,92.39,91.82,2025,2,7
2025-02-14,87.67,90.03,92.39,91.82,2025,2,7
2025-02-13,87.67,90.03,92.39,91.82,2025,2,7
2025-02-12,87.67,90.03,92.39,91.82,2025,2,7
2025-02-11,87.67,90.03,92.39,91.82,2025,2,7
2025-02-10,87.67,90.03,92.39,91.82,2025,2,7
2025-02-09,87.67,90.03,92.39,91.82,2025,2,6
2025-02-08,87.67,90.03,92.39,91.82,2025,2,6
2025-02-07,87.67,90.03,92.39,91.82,2025,2,6
2025-02-06,87.67,90.03,92.39,91.82,2025,2,6
2025-02-05,87.67,90.03,92.39,91.82,2025,2,6
2025-02-04,87.67,90.03,92.39,91.82,2025,2,6
2025-02-03,87.67,90.03,92.39,91.82,2025,2,6
2025-02-02,87.67,90.03,92.39,91.82,2025,2,5
2025-02-01,87.67,90.03,92.39,91.82,2025,2,5
2025-01-31,87.67,90.03,92.39,91.82,2025,1,5
2025-01-30,87.67,90.03,92.39,91.82,2025,1,5
2025-01-29,87.67,90.03,92.39,91.82,2025,1,5
2025-01-28,87.67,90.03,92.39,91.82,2025,1,5
2025-01-27,87.67,90.03,92.39,91.82,2025,1,5
2025-01-26,87.67,90.03,92.39,91.82,2025,1,4
2025-01-25,87.67,90.03,92.39,91.82,2025,1,4
2025-01-24,87.67,90.03,92.39,91.82,2025,1,4
2025-01-23,87.67,90.03,92.39,91.82,2025,1,4
2025-01-22,87.67,90.03,92.39,91.82,2025,1,4
2025-01-21,87.67,90.03,92.39,91.82,2025,1,4
2025-01-20,87.67,90.03,92.39,91.82,2025,1,4
2025-01-19,87.67,90.03,92.39,91.82,2025,1,3
2025-01-18,87.67,90.03,92.39,91.82,2025,1,3
2025-01-17,87.67,90.03,92.39,91.82,2025,1,3
2025-01-16,87.67,90.03,92.39,91.82,2025,1,3
2025-01-15,87.67,90.03,92.39,91.82,2025,1,3
2025-01-14,87.67,90.03,92.39,91.82,2025,1,3
2025-01-13,87.67,90.03,92.39,91.82,2025,1,3
2025-01-12,87.67,90.03,92.39,91.82,2025,1,2
2025-01-11,87.67,90.03,92.39,91.82,2025,1,2
2025-01-10,87.67,90.03,92.39,91.82,2025,1,2
2025-01-09,87.67,90.03,92.39,91.82,2025,1,2
2025-01-08,87.67,90.03,92.39,91.82,2025,1,2
2025-01-07,87.67,90.03,92.39,91.82,2025,1,2
2025-01-06,87.67,90.03,92.39,91.82,2025,1,2
2025-01-05,87.67,90.03,92.39,91.82,2025,1,1
2025-01-04,87.67,90.03,92.39,91.82,2025,1,1
2025-01-03,87.67,90.03,92.39,91.82,2025,1,1
2025-01-02,87.67,90.03,92.39,91.82,2025,1,1
2025-01-01,87.67,90.03,92.39,91.82,2025,1,1
2024-12-31,87.67,90.03,92.39,91.82,2024,12,1
2024-12-30,87.67,90.03,92.39,91.82,2024,12,1
2024-12-29,87.67,90.03,92.39,91.82,2024,12,52
2024-12-28,87.67,90.03,92.39,91.82,2024,12,52
2024-12-27,87.67,90.03,92.39,91.82,2024,12,52
2024-12-26,87.67,90.03,92.39,91.82,2024,12,52
2024-12-25,87.67,90.03,92.39,91.82,2024,12,52
2024-12-24,87.67,90.03,92.39,91.82,2024,12,52
2024-12-23,87.67,90.03,92.39,91.82,2024,12,52
2024-12-22,87.67,90.03,92.39,91.82,2024,12,51
2024-12-21,87.67,90.03,92.39,91.82,2024,12,51
2024-12-20,87.67,90.03,92.39,91.82,2024,12,51
2024-12-19,87.67,90.03,92.39,91.82,2024,12,51
2024-12-18,87.67,90.03,92.39,91.82,2024,12,51
2024-12-17,87.67,90.03,92.39,91.82,2024,12,51
2024-12-16,87.67,90.03,92.39,91.82,2024,12,51
2024-12-15,87.67,90.03,92.39,91.82,2024,12,50
2024-12-14,87.67,90.03,92.39,91.82,2024,12,50
2024-12-13,87.67,90.03,92.39,91.82,2024,12,50
2024-12-12,87.67,90.03,92.39,91.82,2024,12,50
2024-12-11,87.67,90.03,92.39,91.82,2024,12,50
2024-12-10,87.67,90.03,92.39,91.82,2024,12,50
2024-12-09,87.67,90.03,92.39,91.82,2024,12,50
2024-12-08,87.67,90.03,92.39,91.82,2024,12,49
2024-12-07,87.67,90.03,92.39,91.82,2024,12,49
2024-12-06,87.67,90.03,92.39,91.82,2024,12,49
2024-12-05,87.67,90.03,92.39,91.82,2024,12,49
2024-12-04,87.67,90.03,92.39,91.82,2024,12,49
2024-12-03,87.67,90.03,92.39,91.82,2024,12,49
2024-12-02,87.67,90.03,92.39,91.82,2024,12,49
2024-12-01,87.67,90.03,92.39,91.82,2024,12,48
2024-11-30,87.67,89.97,92.39,91.76,2024,11,48
2024-11-29,87.67,89.97,92.39,91.76,2024,11,48
2024-11-28,87.67,89.97,92.39,91.76,2024,11,48
2024-11-27,87.67,89.97,92.39,91.76,2024,11,48
2024-11-26,87.67,89.97,92.39,91.76,2024,11,48
2024-11-25,87.67,89.97,92.39,91.76,2024,11,48
2024-11-24,87.67,89.97,92.39,91.76,2024,11,47
2024-11-23,87.67,89.97,92.39,91.76,2024,11,47
2024-11-22,87.67,89.97,92.39,91.76,2024,11,47
2024-11-21,87.67,89.97,92.39,91.76,2024,11,47
2024-11-20,87.67,89.97,92.39,91.76,2024,11,47
2024-11-19,87.67,89.97,92.39,91.76,2024,11,47
2024-11-18,87.67,89.97,92.39,91.76,2024,11,47
2024-11-17,87.67,89.97,92.39,91.76,2024,11,46
2024-11-16,87.67,89.97,92.39,91.76,2024,11,46
2024-11-15,87.67,89.97,92.39,91.76,2024,11,46
2024-11-14,87.67,89.97,92.39,91.76,2024,11,46
2024-11-13,87.67,89.97,92.39,91.76,2024,11,46
2024-11-12,87.67,89.97,92.39,91.76,2024,11,46
2024-11-11,87.67,89.97,92.39,91.76,2024,11,46
2024-11-10,87.67,89.97,92.39,91.76,2024,11,45
2024-11-09,87.67,89.97,92.39,91.76,2024,11,45
2024-11-08,87.67,89.97,92.39,91.76,2024,11,45
2024-11-07,87.67,89.97,92.39,91.76,2024,11,45
2024-11-06,87.67,89.97,92.39,91.76,2024,11,45
2024-11-05,87.67,89.97,92.39,91.76,2024,11,45
2024-11-04,87.67,89.97,92.39,91.76,2024,11,45
2024-11-03,87.67,89.97,92.39,91.76,2024,11,44
2024-11-02,87.67,89.97,92.39,91.76,2024,11,44
2024-11-01,87.67,89.97,92.39,91.76,2024,11,44
2024-10-31,87.67,89.97,92.39,91.76,2024,10,44
2024-10-30,87.67,89.97,92.39,91.76,2024,10,44
2024-10-29,87.62,89.97,92.34,91.76,2024,10,44
2024-10-28,87.62,89.97,92.34,91.76,2024,10,44
2024-10-27,87.62,89.97,92.34,91.76,2024,10,43
2024-10-26,87.62,89.97,92.34,91.76,2024,10,43
2024-10-25,87.62,89.97,92.34,91.76,2024,10,43
2024-10-24,87.62,89.97,92.34,91.76,2024,10,43
2024-10-23,87.62,89.97,92.34,91.76,2024,10,43
2024-10-22,87.62,89.97,92.34,91.76,2024,10,43
2024-10-21,87.62,89.97,92.34,91.76,2024,10,43
2024-10-20,87.62,89.97,92.34,91.76,2024,10,42
2024-10-19,87.62,89.97,92.34,91.76,2024,10,42
2024-10-18,87.62,89.97,92.34,91.76,2024,10,42
2024-10-17,87.62,89.97,92.34,91.76,2024,10,42
2024-10-16,87.62,89.97,92.34,91.76,2024,10,42
2024-10-15,87.62,89.97,92.34,91.76,2024,10,42
2024-10-14,87.62,89.97,92.34,91.76,2024,10,42
2024-10-13,87.62,89.97,92.34,91.76,2024,10,41
2024-10-12,87.62,89.97,92.34,91.76,2024,10,41
2024-10-11,87.62,89.97,92.34,91.76,2024,10,41
2024-10-10,87.62,89.97,92.34,91.76,2024,10,41
